必修一,
Unit 1,
potential ,n.潜力；可能性adj.潜在的，可能的
senior ,adj.中学的(招收11或13岁以上学生)；级别高的；高级水平的；老年的n.级别(或地位)较高者；较…年长的人；高水平运动员
path ,n.道路；小路；成功的途径
challenge ,n.&vt.挑战；质疑
thinking ,n.思维，思想；想法
positive ,adj.积极乐观的；良好的，正面的
opportunity ,n.机会，时机
lie in ,存在于，在于
rise to ,能够处理
acquire ,vt.获得，得到
effort ,n.努力，费力的事；试图
advance ,n.进步，进展；前进，行进vt.&vi.发展，进步
amazing ,adj.令人大为惊奇的，令人惊喜的
confidence ,n.信心，信任；把握
make a difference ,起作用，有影响
make the most of ,充分利用，尽情享受
resource ,n.资源；资料；谋略
take advantage of ,利用
facility ,n.设施，设备；场所
equal ,adj.相等的；平等的；相当的n.同等的人(物)linkingv.与…相等vt.比得上
attitude ,n.态度，看法
goal ,n.目标；进球得分
balance ,vt.同等重视；(使)保持平衡；权衡重要性n.均衡，平衡；平衡能力
improve ,vt.&vi.改进，改善
last but not least ,最后但同样重要的
well-rounded ,adj.全面发展的；面面俱到的
individual ,n.个人adj.单独的，个别的
character ,n.品质，性格；特点；人物，角色；文字
responsible ,adj.有责任，负责；可靠的
ahead ,adv.(时间、空间)向前；提前
junior ,adj.(学校)为11或13岁以下儿童设立的；地位(或级别)低的；青少年的n.职位较低者；青少年运动员
forward ,adv.向将来；向前；进展，前进
look forward to ,盼望，期待
independent ,adj.自主的，有主见的；自立的
focus ,n.焦点，重点vt.&vi.集中
detail ,n.细节；具体情况
as a result of ,由于
tip ,n.指点，实用的提示；尖端；小费
base ,vt.以…为基础(依据)n.根据；基础；基底；总部，大本营
remind ,vt.提醒，使想起
stick to ,坚持；固守，维持
proposal ,n.提议，建议，动议
aim ,n.目的，目标vi.&vt.力争做到；目的是；针对
style ,n.风格；方式；样式
technique ,n.技巧，技艺；技能
workshop ,n.研讨会，讲习班；车间，作坊
professional ,adj.职业的，专业的；有职业的；娴熟的，精通业务的n.专门人员，专业人士
material ,n.材料；素材adj.物质的，实际的；客观存在的
poster ,n.海报；(在网络留言板上)发布消息的人
secondary ,adj.中学的；次要的
exchange ,n.&vt.交换；交流；兑换
host ,n.主人；东道主；主持人vt.主办；主持
a.m.,上午，午前
p.m.,下午，午后
biology ,n.生物学
tough ,adj.艰难的；严厉的；坚强的；坚固的
alarm ,n.闹钟；恐慌；警报；警报器vt.使惊恐，使害怕
contribution ,n.贡献；捐款；捐赠
fortunately ,adv.幸运地，幸亏
over time ,随着时间流逝，久而久之
option ,n.可选择的事物，选择；选修课
butter ,n.黄油
pudding ,n.甜点；布丁
attract ,vt.吸引，使喜爱；招引；引起(反应)
rugby ,n.橄榄球运动
calligraphy ,n.书法，书法艺术
Unit 2,
nest ,n.鸟窝；巢穴，窝
roof ,n.屋顶，顶部
battle ,n.&vt.&vi.争论；战斗，搏斗；斗争
see eye to eye with sb(on sth),(在某事上)与某人看法一致
argument ,n.争吵，争论；论点
teenager ,n.青少年
tension ,n.紧张关系；紧张；拉伸
anxious ,adj.忧虑的，担心的；令人焦虑的；渴望的
rate ,n.速度；率vi.&vt.评价，评估
shoot ,"vi.&vt.(shot,shot)(使朝某方向)冲，奔；射击；射杀；摄影"
shoot up ,快速长高，蹿个儿
spot ,n.粉刺；斑点；污渍；地点，场所
target ,n.(攻击的)目标，对象；靶子vt.把…作为攻击目标；面向
anger ,n.怒气，怒火
mental ,adj.思想的，精神的，智力的
adult ,n.成年人
desire ,n.&vt.渴望，希望
struggle ,vi.&n.奋斗；斗争；搏斗
*rough ,adj.艰难的；粗糙的；不确切的
breakdown ,n.(关系)破裂；故障
regular ,adj.频繁的；有规律的
calm ,vt.使平静，使镇静adj.镇静的，沉着的
calm down ,平静，镇静，安静
view ,n.看法；视线；景色vt.把…视为；观看
from one’s point of view,从某人的角度、观点出发
think sth through ,充分考虑，全盘考虑，想透
concern ,n.担心，忧虑；关心vt.涉及；让(某人)担忧
back down ,承认错误，认输
normal ,adj.正常的，一般的n.常态，通常标准
stress ,n.精神压力，紧张；强调vt.强调，着重
editor ,n.主编，编辑；剪辑师
argue ,vi.争吵，争辩，争论vt.说理，论证
skin ,n.皮肤；(兽)皮，毛皮
design ,vt.设计；制订n.设计；设计艺术
*forum ,n.论坛，讨论会；公共集会场所
expert ,n.专家，行家adj.熟练的，内行的，专家的
likely ,adj.可能的，预料的，有希望的
unique ,adj.独一无二的；独特的；独具的，特有的
passive ,adj.消极的，被动的
performance ,n.表现；表演；执行，履行
cheer up,(使)变得高兴，振奋起来
press ,vt.&vi.催促，逼迫；按，压；挤，推n.报章杂志，报刊；(thepress)新闻工作者，新闻界
eager ,adj.热切的，渴望的，渴求的
youth ,n.青年时期；青春；(theyouth)年轻人
adventure ,n.冒险，冒险经历，奇遇
be on ,sb’sbackaboutsth缠磨，烦扰
kangaroo ,n.袋鼠
flexible ,adj.灵活的，可变动的；柔韧的
account ,n.账户；描述；解释vt.认为是，视为
rent ,n.租金vi.&vt.租用；出租
grocery ,n.食品杂货；食品杂货店
secure ,adj.安心的；可靠的；牢固的
graduate ,n.毕业生
gather ,vi.聚集，集合vt.收拢；搜集，收集；聚集
emergency ,n.突发事件，紧急情况
volunteer ,vt.&vi.主动建议(或告诉)；自愿做，义务做n.志愿者
pipe ,n.烟斗；管子；管乐器
figure ,n.数字；人物；体形，身材
downtown ,adv.在市中心，往市中心
draw sth out of sth ,提取，支取
operation ,n.手术；运转，操作
lap ,n.大腿部
teller ,n.出纳员；叙述者
scene ,n.(戏剧等)场；场面，片段；地点，现场；景象，风光
flat ,n.公寓adj.平坦的；瘪了的
response ,n.回复；反应，响应
Unit 3,
on the rocks,(关系)陷于困境，濒临崩溃
awkward ,adj.局促不安的；令人尴尬的；难对付的；笨拙的
sight ,n.视野；视力；看见
out of ,one’ssight脱离某人的视线
original ,adj.起初的；独创的；原作的
medium ,n.(pl.media)传播信息的媒介，方法；手段，工具adj.中等的，中号的
social media ,社交媒体
make it ,能够出席；准时到达；获得成功
horrible ,adj.令人震惊的；可恶的，极坏的
chat ,vi.&n.聊天，闲聊
café,n.咖啡馆，小餐馆
recover ,vi.恢复健康；恢复常态vt.全额收回；寻回；重新获得；恢复，重新控制
respond ,vi.&vt.回答，回应；作出反应，响应
loss ,n.失去，丧失；亏损；去世；损失
at a loss ,不知所措，困惑
judge ,vt.&vi.评价，(尤指)批评；判断，认为n.法官；裁判员
in the wrong ,有错，应承担责任
apologize ,vi.道歉，谢罪
behaviour ,(AmEbehavior)n.行为，举止，态度
case ,n.具体情况，事例；案件；容器
in any case ,无论如何，不管怎样
frank ,adj.坦率的，直率的
definitely ,adv.肯定，确实；确切地
trick ,vt.欺骗，欺诈n.诡计，花招；戏法
let go of ,放弃，摒弃；松手，放开
ignore ,vt.忽视，对…不予理会
suffer ,vi.受苦，受折磨；变差vt.遭受，蒙受
misunderstand ,"vt.&vi.(misunderstood,misunderstood)误解，误会"
contact ,vt.&n.联系，联络
explode ,vi.(愤怒等感情)爆发，迸发；爆炸vt.使爆炸
generous ,adj.宽宏大量的，仁慈的；慷慨的
count on ,依赖，依靠，指望
eat away at ,腐蚀，侵蚀，逐渐破坏
shallow ,adj.肤浅的，浅薄的；浅的
blog ,n.博客，网志
come between ... and ...,损害…之间的关系，离间；妨碍
in person ,亲自，亲身
theme ,n.主题；主旋律
*slave ,n.奴隶
*raft ,n.木排，筏
high point ,最有意思(或最令人愉快、最好)的部分
through thick and thin ,不顾艰难险阻，同甘共苦
opinion ,n.意见，看法；(群体的)观点，信仰
in one’s opinion,在某人看来
quality ,n.品德，素质；质量；特征adj.优质的，高质量的
basis ,n.(pl.bases)基础；原因；基准
respect ,vt.尊重，尊敬n.尊敬，敬意；重视
get over ,克服；恢复常态
efficient ,adj.效率高的，有功效的
extra ,adj.额外的，分外的，附加的adv.额外，另外；特别，格外
bring out ,使显现，使表现出
measure ,vt.估量，判定；测量n.措施；衡量
reflection ,n.沉思；反射；映像；反映
seek ,"(sought,sought)vi.试图；寻找；争取vt.寻求；寻找"
escape ,vi.&vt.逃脱，躲避；逃跑；避开，避免；被遗忘n.逃离，逃脱
smooth out ,消除(问题)，克服(困难)
be meant to do sth ,注定要做某事，应做某事
benefit ,n.优势，益处，成效vt.使受益vi.得益于
comfort ,vt.宽慰，抚慰n.舒服；安慰
joy ,n.高兴，愉快；令人高兴的人(或事)，乐趣
failure ,n.失败；失败的人(或事)；未履行；故障
take on ,呈现，具有
in full measure ,最大程度地，最大限度地
moment ,n.时光，时机；瞬间；某个时刻
indeed ,adv.其实，实际上；的确；真正地
well-meaning ,adj.出于好心的，善意的
recognize ,vt.承认，意识到；认出，辨别出
thorough ,adj.彻底的，全面的；仔细的
death ,n.死，死亡；死亡状态
company ,n.陪伴，作伴；公司
crowd ,n.一伙人，一帮人；人群vt.挤满，使拥挤vi.聚集；挤，涌
poet ,n.诗人
admire ,vt.钦佩；欣赏
wine ,n.葡萄酒；果酒
Unit 4,
skip ,vt.不做(应做的事情等)；跳过vi.蹦蹦跳跳地走；略过
yogurt ,n.酸奶
*faint ,vi.昏厥adj.昏眩的；微弱的；可能性不大的
pass out ,昏迷，失去知觉
immediately ,adv.立即，马上conj.一…就
concentrate ,vi.&vt.集中(注意力、思想等)；全神贯注
sex ,n.性别
extreme ,adj.极端的；严重的n.极端不同的感情(或境况、行为方式等)
slim ,vi.变苗条，减肥adj.苗条的；微薄的，小的
slim down ,变苗条，减肥
per cent ,n.百分之…
concerned ,adj.担心的，忧虑的；关注的，关切的
effect ,n.效果，作用；影响
side effect ,副作用
prove ,linkingv.后来被发现是vt.证明，证实
slightly ,adv.稍微，略微
diet ,n.日常饮食；节食vi.节食，进行规定饮食
nutrition ,n.营养
function ,vi.起作用，正常工作，运转n.作用，功能，职能
take in ,摄入，吸收
energetic ,adj.精力充沛的，充满活力的
effective ,adj.有效的；生效的
get into shape ,强身健体
frightened ,adj.害怕的，惊吓的，受惊的
within ,prep.在(某段时间)之内；在(某段距离、范围)之内；在…里
rather ,adv.相反，而是；相当；更准确地说
aspect ,n.方面，层面
pressure ,n.心理压力，紧张；压力；要求，催促
contribute ,vi.&vt.是…的原因之一；捐赠，捐献；增加，添加
contribute to ,促成，造成
in the ,short长期看
memory ,n.记忆力，记性；记忆，回忆
attack ,n.发作；攻击；抨击vt.&vi.攻击；侵袭；抨击
amount ,n.数量
schedule ,n.日程安排，工作计划；时间表
negative ,adj.消极的，负面的；坏的，有害的；否定的
plastic ,adj.可塑的；塑料的n.塑料
surgery ,n.外科手术
plastic surgery ,整形手术；整形外科
live up to ,达到，符合，不辜负
end up ,最终成为，最终处于
fashion ,n.时尚，时兴；流行款式
campus ,n(.大学、学院的)校园，校区
shadow ,n.阴影，影子；昏暗处，阴暗处
treatment ,n.治疗；对待，待遇；处理
guy ,n.小伙子，家伙
addition ,n.增加，添加；加法
in addition ,此外
saying ,n.格言，谚语，警句
hang over ,使忧心忡忡，担心可能发生
jeans ,n.牛仔裤
male ,adj.男性的；雄性的n.男性，雄性
female ,adj.女性的；雌性的n.女性，雌性
guard against ,防范，防止，提防
beauty ,n.美，美丽；美人，美好的东西
fight a losing battle ,打一场无望取胜的仗
digital ,adj.数码的，数字的
series ,n.(pl.series)一系列，连续
show off ,显示，展示；炫耀，卖弄
external ,adj.外来的，外在的；外面的，外部的
strength ,n.优势；力气，力量；实力
talent ,n.天资，天赋；人才，天才
piano ,n.钢琴
take pride in ,为…自豪，为…骄傲
content ,n.内容；目录
individuality ,n.个性，个人特征
achievement ,n.成就，成绩；达到，完成
app ,n.应用程序，应用软件(application的缩写)
必修二,
Unit 1,
type ,n.类型，种类vt.&vi.打字
comedy ,n.喜剧片，喜剧
*documentary ,n.纪录片，纪实节目adj.文件的；纪录的
fantasy ,n.幻想作品；幻想，想象
horror ,n.恐怖电影(或故事等)；震惊，恐惧
romance ,n.爱情故事；浪漫史；爱情
fiction ,n.小说；虚构的事
science fiction ,(informalsci-fi;abbr.SF)科幻电影(或小说等)
behind the scenes ,在后台，在幕后
actually ,adv.实际上，事实上
brief ,adj.简洁的，简单的；短时间的
familiar ,adj.熟悉的，常见的
factor ,n.因素，要素
dinosaur ,n.恐龙
*roar ,n.&vi.咆哮，吼叫
sheet ,n.一张(纸)；床单，被单；薄片
envelope ,n.信封
attach ,vt.认为有重要性，重视；把…固定，附上
visual ,adj.视力的，视觉的
frequently ,adv.频繁地，经常
studio ,n.电影摄影棚；录音室
enable ,vt.使能够，使可行
aid ,"n.,vt.&vi.帮助；援助"
prefer ,vt.较喜欢，更喜欢
creative ,adj.创造性的，创作的；有创造力的
approach ,n.方法；接近，靠近vt.接近，靠近；处理
angle ,n.角度；立场，观点
*prop ,n.道具；支柱，支撑物
revise ,vt.改变，修改；修订；复习
historian ,n.史学工作者，历史学家
ensure ,vt.保证，确保
Atlantic ,adj.大西洋的
ocean ,n.大洋，海洋
not to mention ,更不用说，且不说
lecture ,n.讲座，演讲；教训，训斥vi.开讲座，讲课vt.指责，训斥
justice ,n.公平，公正；公道，合理
do justice to ,恰当处理(某人或某事)；公平对待(某人或某事)，给予公正的评价
*iceberg ,n.冰山
dragon ,n.龙
award ,n.奖，奖品，奖金vt.授予，给予
audience ,n.观众，听众
perform ,vi.表演；工作，运转vt.表演；做，履行
location ,n.外景拍摄地；地方，地点
in addition to ,除…以外(还)
*martial ,adj.战争的，军事的
martial art ,武术
desert ,n.沙漠，荒漠
jungle ,n.丛林，密林
title ,n.名称，标题；称号；职位名称
adapt ,vt.改编，改写；使适应vi.适应
regard ,vt.将…认为，看待；注视
classic ,n.经典作品，名著adj.经典的；古典的
super ,adj.极好的，了不起的，超级的
solution ,n.解决方法，处理手段；答案
onto ,prep.向，朝
system ,n.系统；制度，体制
cure ,n.药物，疗法；治疗vt.治好
eventually ,adv.最后，终于
typical ,adj.典型的，有代表性的
fancy ,adj.复杂的；花哨的；昂贵的vt.想要，想做；倾慕
narrow ,adj.狭窄的；勉强的；狭隘的vt.&vi.(使)窄小，缩小
recommend ,vt.推荐，举荐；劝告，建议
personality ,n.性格，个性；气质
despite ,prep.即使，尽管
major ,adj.主要的，重要的
event ,n.事件；活动
pull up ,停车，停止
wave ,vi.&vt.挥手，招手；挥舞n.海浪；大量涌现
*recollect ,vt.&vi.记起，回忆起
recall ,vt.&vi.回想，回忆起
*angel ,n.天使；善人
*dandy ,adj.非常好的，极佳的
*crooked ,adj.不直的，弯曲的
arrow ,n.箭；箭头
*pea ,n.豌豆
Unit 2,
soccer ,n.〈美〉足球运动
bat ,n.蝙蝠；球棒，球板vt.&vi.用球棒(板)击球
skydiving ,n.跳伞运动
congratulation ,n.祝贺，恭喜；贺辞；恭贺
assume ,vt.假定，认为；承担(责任)，就(职)；呈现，显露
do wonders ,创造奇迹，产生神奇作用
lung ,n.肺
over the long term ,长期
tend ,vi.往往会；趋向vt.照看
*immune ,adj.有免疫力；不受影响的；免除的
disease ,n.病，疾病
moreover ,adv.此外，而且
reduce ,vt.减少，缩小
routine ,n.常规，惯例adj.常规的，例行的；乏味的
muscle ,n.肌肉，肌
*aerobic ,adj.有氧的；需氧的
jogging ,n.慢跑锻炼
skiing ,n.滑雪(运动)
pull-up ,n.引体向上
bone ,n.骨头，骨
gymnastics ,n.体操，体操训练
*tai chi ,n.太极拳，太极
stretch ,vt.&vi.伸展，舒展；拉长；伸出；(使)延伸
range ,n(.变动或浮动的)范围，界限，区间；一系列
movement ,n.活动，转动；移动；运动
stick with ,持续，坚持
petrol ,n.汽油
*carbohydrate ,n.碳水化合物，糖类
court ,n.球场；法院，法庭；宫廷
under the weather ,略有不适，不舒服
plus ,conj.而且，此外prep.加；和
nearby ,adj.附近的，邻近的adv.在附近，不远
gym ,n.健身房，体育馆
energy ,n.能，能量；精力；能源
protein ,n.蛋白质
average ,n.平均水平，一般水准adj.平均的；典型的
throughout ,prep.自始至终；各处，遍及
make up for ,弥补，补偿
sweat ,n.汗水vt.&vi.出汗，流汗
injury ,n.伤害，损伤
prevent ,vt.阻止，阻碍
tissue ,n.(人、动植物细胞的)组织；(尤指用作手帕的)纸巾，手巾纸
equipment ,n.设备；配备，装备
lack ,n.缺乏，匮乏，短缺vt.&vi.没有，缺乏，不足，短缺
maintain ,vt.维持；维修，保养
announce ,vt.宣布，宣告；通知
put the finishing touches to ,对…进行最后的润色或修饰
update ,n.最新消息
in response to ,对…作出反应；作为对…的回复
replace ,vt.用…替换；代替，取代；更换，更新
athlete ,n.运动员
boxing ,n.拳击运动
champion ,n.冠军，第一名
partner ,n.搭档，同伴；伙伴；合伙人
position ,n.处境；位置；姿势；观点；地位
hesitate ,vi.犹豫，迟疑
admit ,vt.&vi.承认；招认；准许进入；准许加入
inspire ,vt.激励，鼓舞；启发思考；使产生(感觉或情感)
explore ,vt.&vi.探究，探索；勘探，勘察
*crane ,n.鹤
*rooster ,n.雄鸡
inspiration ,n.灵感；鼓舞人心的人(或事物)
nowadays ,adv.现今，现在
master ,n.大师，能手；主人vt.精通，掌握；控制
no wonder ,不足为奇，并不奇怪
*imitate ,vt.模仿；仿效
ache ,vi.&n.疼痛，隐痛
satisfaction ,n.满意；满足，达到
root ,vt.&vi.(使)生根n.根，根茎；根源，起因
be rooted in ,起源于
philosophy ,n.哲学
*unity ,n.统一体，联合体，整体；团结一致，联合，统一
exist ,vi.存在；生活，生存
backwards ,(alsobackward)adv.向后；朝反方向
breathe ,vi.&vt.呼吸；呼出
diagram ,n.简图，图解，图表，示意图
Unit 3,
wedding ,n.婚礼，结婚庆典
*ceremony ,n.典礼，仪式
decorate ,vt.&vi.装饰；点缀；粉刷，油漆
formal ,adj.(穿着、言语、行为等)适合正式场合的，正规的，庄重的
tradition ,n.传统，传统的信仰(或风俗)
bride ,n.新娘
eye-catching ,adj.惹人注意的，引人注目的
*sari ,n.莎丽(南亚妇女裹在身上的长巾)
custom ,n.风俗，习俗；个人习惯；光顾
impression ,n.印象，感想；影响，效果
bridegroom ,n.新郎
entrance ,n.进入，出场；入口；进入权；准许加入
anything but ,决不，根本不
ordinary ,adj.普通的，平常的；平庸的
romantic ,adj.浪漫的；爱情的；(Romantic)浪漫主义的
flight ,n.班机，航班；航程；飞行
occasion ,n.特殊场合，盛会；时刻；时机
in the air ,可感觉到；在传播中
merry ,adj.愉快的，高兴的
band ,n.乐队，乐团；一伙，一帮；带，箍
costume ,n.戏装，装扮用服装
*samba ,n.桑巴舞，桑巴舞曲
*twist ,vi.&vt.扭转，转动；使弯曲；曲折n.转动；转折；曲折处
clap ,vi.&vt.鼓掌，拍手n.鼓掌，拍手
march ,vi.齐步走，前进；游行示威n.游行示威；行进
current ,n.水流，潮流；电流；思潮adj.当前的；通用的
beer ,n.啤酒
roast ,vt.&vi.烘，烤，焙(肉等)
be caught up in ,被卷入，陷入
annual ,adj.每年的，年度的；一年的
engine ,n.发动机，引擎
fire engine ,消防车
acid ,n.酸adj.酸性的；酸味的
stuff ,n.东西，物品；活儿，话vt.填满，装满；把…塞进
vehicle ,n.交通工具，车辆；手段，工具
earn ,vt.&vi.赚得；获利；赢得
mirror ,n.镜子
apartment ,n.公寓套房
hunt ,vi.&vt.寻找，搜寻；打猎，猎杀；追捕
chain ,n.链子，链条；一系列；连锁店vt.用锁链拴住
pass down ,使世代相传，流传
income ,n.收入，收益
per ,prep.每，每一
*comb ,n.梳子；梳理(头发)vt.梳，梳理；搜寻
package ,n.包，盒；包裹；一套，一揽子vt.将…包装好；包装
promote ,vt.促进，推动；促销；提升，晋升
fall on ,适逢，正当
lunar ,adj.月亮的，月球的
observe ,vt.遵守；注意到；观察；庆祝
nation ,n.民族，国家；国民
honour ,(AmEhonor)n.尊敬，尊重；荣幸；荣誉vt.尊重，尊敬；给予表扬；信守
in honour of ,为向…表示敬意
generation ,n.一代人；代，一代；产生
source ,n.来源；起源；源头
identity ,n.特性；身份
previous ,adj.先前的，以往的；稍前的
duty ,n.责任，义务；上班，值班；职责；税
precious ,adj.宝贵的，珍贵的；珍奇的，珍稀的
eve ,n.前夜，前夕
china ,n.瓷；瓷器
plate ,n.盘子，碟子；板块；车牌
sort ,n.种类，类别vt.整理，分类；妥善处理
pork ,n.猪肉
bite ,"n.(咬下的)一口；咬；咬伤vt.&vi.(bit,bitten)咬，叮"
select ,vt.选择，挑选
settle ,vi.&vt.定居；结束；解决；决定；使处于舒适的位置
convenient ,adj.方便的，省事的，便利的，实用的
neat ,adj.整洁的，整齐的；有条理的
*couplet ,n.对联，对句
represent ,vt.代表；为…代言；体现
midnight ,n.午夜，子夜
snack ,n.点心，小吃
set off ,使爆炸
*firecracker ,n.鞭炮，爆竹
firework ,n.烟火，烟花
fortune ,n.机会，运气；巨款；命运
lantern ,n.灯笼，提灯
riddle ,n.谜，谜语
*willow ,n.柳，柳树
*creep ,"vi.(crept,crept)渐渐出现"
tear ,"vt.&vi.(tore,torn)撕裂，撕碎"
*sleeve ,n.袖子
Unit 4,
devote ,oneselfto致力，专心，献身
*earnest ,adj.非常认真的；诚实的，真诚的
*butterfly ,n.蝴蝶
literature ,n.文学，文学作品
*shell ,n.贝壳；壳
in store ,(forsb)即将发生(在某人身上)，等待着(某人)
appeal ,vi.有吸引力；申诉；呼吁n.吸引力；申诉；呼吁
determine ,vt.确定；支配；决心vi.决心
significant ,adj.有重要意义的，显著的
description ,n.描述，形容，说明
sensitive ,adj.感觉敏锐的；体贴的；敏感的；灵敏的
soul ,n.灵魂；心性，内心
reflect ,vt.&vi.反映，显示；映出(影像)；反射(声、光、热等)；沉思
capable ,adj.有能力，有才能；能力强的
awaken ,vt.&vi.唤起，被唤起；(使)醒来
launch ,vt.使(船)下水；开始从事，发动
permanence ,n.永久，持久性
contain ,vt.包含，含有，容纳
element ,n.要素，基本部分
turkey ,n.火鸡；火鸡肉
generosity ,n.慷慨，大方，宽宏大量
universal ,adj.普遍的，共同的；普遍存在的
summary ,n.总结，概括，概要
in summary ,总的来说
feature ,n.特色，特征vt.以…为特色，是…的特征
author ,n.作者，作家
therefore ,adv.因此，所以
issue ,n.重要议题，争论的问题；问题，担忧；(报刊)一期vt.宣布，公布
novel ,n.(长篇)小说
draw on ,凭借，利用
chapter ,n.章节；篇章
poetry ,n.诗集，诗歌
stage ,n.舞台；阶段；步骤vt.上演，举办
*autobiography ,n.自传
*biography ,n.传记，传记作品
extremely ,adv.极其，非常，极端
destroy ,vt.摧毁，毁灭，破坏
defeat ,vt.击败，战胜n.失败，战败；击败
attempt ,vt.&n.努力，尝试，试图
upper ,adj.上部的；上面的
gap ,n.差距；间隙
